question1,question2,label
هل يعد واقي الشمس ضروريا للبشرة الدهنية؟,كيف أختار الواقي المناسب لبشرتي؟,0
كم عدد مكاتب جوجل ؟,كم مكتب يوجد لجوجل حول العالم ؟,1
ما طريقة تحضير أرنب محمّر ؟,من طرق تحضير أرنب محمّر؟,1
ما طريقة تحضير حلى الشعريّة الباكستانية؟,من طرق تحضير الشعريّة ؟,0
ما وظيفة سيقان الضفادع؟,ما هو الضفدع؟,0
ماذا نعني بالمراسلات  الرسمية الداخيلة ؟,ما هي انواع المراسلات الادارية ؟,0
كيف تطور الهاتف المحمول؟,ما المميزات في الهواتف الخلوية المتطورة؟,1
ما طريقة تحضير عجينة بيتزا مزخرفة ؟,من طرق تحضير عجينة بيتزا  ؟,0
من قائل قصيدة أضرمت نار الحب؟,ما هي مناسبة قصيدة أضرمت نار الحب؟,0
ما هو نظام الحكم في الأردن؟,ما هو النظام الأردني الحاكم؟,1
ما هي مميزات اللغة التي تكتب بها الرسالة الرسمية؟,ما مميزات لغة الرسالة الرسمية؟,1
ماذا يشمل مفهوم تكنولوجيا التعليم؟,على ماذا يشمل مفهوم تكنولوجيا التعليم؟,1
ما طريقة تحضير حشوة النسكافيه ؟,كيف احضر حشوة النسكافيه؟,1
كيف أصل هاتفي السامسونج بالتلفاز من خلال التوصيل اللاسلكي؟,ما طريقة وصل هاتف السامسونج بالتلفزيون من خلال التوصيل اللاسلكي؟,1
هل جمع أبو نواس ديوانه الشعري؟,ما هي أجمل قصيدة قالها أبو نواس؟,0
ما هي المُحاسبة الضريبيّة؟,ما المقصود بالمُحاسبة الضريبيّة؟,1
ما هي السياحة؟,ما هي أنواع السياحة؟,0
كيف احضر سلطة كودو الدجاج؟,من طرق تحضير  سلطة كودو الدجاج؟,1
ما هي مجالات استخدام تقنية المعلومات في الحياة اليومية؟,ما هي تقنية المعلومات؟,0
ماذا نقصد بالرأسماليّة الاقطاعية؟,ماذا نقصد بالرأسماليّة؟,0
ما هي العوامل التي تؤثر على صفاء البشرة؟,ما هي أنواع البشرة؟,0
ما هو أشهر معلم في باريس؟,على ماذا يحتوي متحف اللوفر؟,0
إلى أي مدى وصلت المخترعات في وقتنا الحالي؟,كيف أثرت المخترعات على الحياة؟,0
ما هو تمرين الضغط المثلث؟,كيف أؤدي تمرين الضغط بالوقوف على يدي؟,0
ما نسبة وجود الأستراليوون الأصليون في أستراليا؟,من اكتشف سواحل أستراليا الشمالية؟,0
ما هي اعراض الغيبوبة؟,ما هي اعراض فقدان العاطفة؟,0
كيف احضرالفاصوليا الخضراء باللحمة الشقف؟,من طرق تحضير الفاصوليا الخضراء ؟,0
ما هو تاريخ الاقتصاد ؟,كيف ظهر الاقتصاد ؟,1
ما هي العاصمة الرسمية لمدغشقر؟,ما هي الديانة المنتشرة بكثرة في مدغشقر؟,0
ما طريقة تحضير حشوة القشطه ؟,كيف احضر حشوة القشطه؟,1
ما طريقة تحضير أرنب مسلوق ؟,من طرق تحضير دجاج مسلوق؟,0
ما هي مكونات عملية الاتصال؟,ماذا نقصد بعملية الاتصال؟,0
ما اسم عاصمة غانا؟,ما عاصمة غامبيا؟,0
من هو الرازي؟,ما هو كتاب الرازي؟,0
أين تقع جزيرة مدغذشقر؟,أين توجد جزيرة مدغشقر؟,1
من هن زوجات الرسول؟,ما اسماء غزوات الرسول؟,0
ما هو تعريف المشروع في دراسة الجدوى؟,ما هو سبب فشل المشروع؟,0
أسباب تقشر جلد الأصابع؟,لماذا يتقشر الجلد؟,0
ما هي الحالات التي لا يمكن فيها وضع الفازلين على البشرة؟,متى لا أضع الفازلين على بشرتي؟,1
ما حكم صيام أول أيام عيد الفطر؟,ما حكم صوم أول يوم العيد؟,1
كيف احضر كيكة القرفة؟,من طرق تحضير   القرفة؟,0
ما طريقة تحضير كيش الخُضار؟,من طرق تحضير  كيش الخُضار؟,1
ما طريقة تحضير الستيك بالمشروم والكريمة؟,من طرق تحضير المشروم؟,0
متى اكتشف الهولنديون سواحل أستراليا الغربية والشمالية؟,هل يوجد أنهار في أستراليا؟,0
ما دور التكنولوجيا في الحصول على المعلومات التي نريدهاظ,هل للتكنولوجيا دور في الحصول على المعلومة التي نريدها؟,1
ما نوع النظام الحاكم في آيسنلدا؟,ما سبب تسمية جزيرة آيسلندا بهذا الاسم؟,0
ما أهمية تطبيق جوجل درايف؟,ما فائدة جوجل درايف؟,1
كيف احضر البَطّ المشوي مع البرتقال؟,من طرق تحضير البَطّ المشوي مع البرتقال؟,1
كيف احضر  جاتو القطيفة؟,من طرق تحضير  جاتو  ؟,0
كم يصل ارتفاع قمة جبل تومانيفي في جزيرة فيجي؟,كم يبلغ ارتفاع أعلى قمة في جزيرة فيجي؟,1
ما هي اللغة الرسمية لجزر القمر؟,ما عملة جزر القمر؟,0
ما هي المدرسة الكلاسيكية؟,ماذا نقصد بالمدرسة الكلاسيكية؟,1
ماذا نقصد بالمراسلات  الرسمية الخارجية؟,ما هي انواع المراسلات الادارية ؟,0
ما هو التسوق عبر الإنترنت؟,",ما تعريف التسوق عبر الإنترنت؟,",1
لماذا يجب تجنب تناول الأسبرين مع البقدونس عند المصابين بحساسية ضد البقدونس؟,ما سبب وجوب تجنب تناول الأسبرين مع البقدونس؟,1
ما طريقة تحضير  كيكة النسكافيه؟,من طرق تحضير  طريقة إعداد الكيك؟,0
ما اسم عاصمة كرواتية؟,ما اسم عاصمة بلغاريا؟,0
كم يبلغ عدد سكان جزيرة مدغشقر؟,ما العدد السكاني في مدغشقر الإجمالي؟,1
كيف احضر بقسماط القرشلة ؟,من طرق تحضير بقسماط  حلوة؟,0
ما هو تمرين الضغط بذراعين متباعدتين؟,ما هو تمرين الضغط المثلث؟,0
متى تم تشييد هرم خوفو؟,كم تبلغ مساحة مصر؟,0
ما السبب وراء أهمية جزيرة القمر الكبرى؟,ما سبب أهمية جزيرة القمر الكبرى؟,1
ما أدلة مشروعية صيام الإثنين والخميس؟,ما هو دليل مشروعية صوم الإثنين والخميس؟,1
ما هو المناخ السائد في السعودية؟,ما هي لغة السعودية ؟,0
من طرق تحضير الحليب المكثَّف؟,من طرق تحضير الحليب المكثَّف بالشوكولاتة؟,0
ما هي اللغة الرسمية في كندا؟,ما هي لغة كندا الرسمية؟,1
ما طريقة تحضير الفرابه الإيطالية ؟,من طرق تحضير الفرابه الإيطالية ؟,1
ما خطوات صناعة الاسمنت ؟,ما هو الاسمنت ؟,0
كيف احضر  كيكة الجزر والجوز؟,من طرق تحضير  كيكة الجزر  ؟,0
كم تبلغ نسبة هطول الأمطار السنوية على جزيرة فيجي؟,ما مناخ جزيرة فيجي؟,0
كيف يبدو شكل النمش؟,كيف أتخلص من النمش؟,0
هل هناك شروط للعمل كمضيفة طيران؟,ما هي شروط العمل كمضيفة طيران ؟,1
متى أنشئت مدينة أبوجا؟,ما هو تاريخ انشاء مدينة أبوجا عاصمة نيجيريا؟,1
الى ماذا يقسم التفويض ؟,ما هو التفويض؟,0
كيف هو المناخ في الجمهورية الجزائرية؟,ما مناخ الجزائر؟,1
من طرق تحضير الشكشوكة على الطّريقة المصريّة ؟,من طرق تحضير الشكشوكة  ؟,0
ماذا نقصد بالمراسلات  الرسمية الداخيلة ؟,ماذا نعني بالمراسلات  الرسمية الداخيلة ؟,1
متى تشعر الأم بحركة الجنين؟,متى يتحرك الجنين في الرحم؟,1
ما طريقة تحضير حلى الأناناس والكريم كراميل؟,كيف احضر حلى الأناناس والكريم كراميل؟,1
ما هي مساحة الصين الإجمالية؟,كم منطقة ذاتية الحكم يوجد في الصين؟,0
ما هي عاصمة جمهورية كانغو؟,ما هي عاصمة تشاد؟,0
متى ولد الشاعر أبو نواس؟,أين ولد أبو نواس؟,0
ما فوائد العمل التطوعي ؟,ما هي فوائد العمل التطوعي ؟,1
ما الحل الأخير لمشكلة دوران الشّاشة؟,كيف اتخلص من مشكلة دوران الشاشة؟,1
كيف أتخلص من مخاوفي أثناء مواجهة الناس؟,كيف أواجه مشكلات الحياة بقوة؟,0
ما هي عملة العراق؟,ما هي العملة ؟,0
ما هي اهمية الجدوى العملية ؟,ما هي دراسة الجدوى ؟,0
من مخترع الهاتف الخلوي؟,ما أفضل هاتف خلوي؟,0
ما هي طريقة عمل حمام بخار للوجه في المنزل؟,ما هي طريقة حمام البخار للجسم؟,0
كم عدد محافظات الأردن؟,كم محافظة توجد في الأردن؟,1
كيف احضر عجينة البيتزا هت؟,من طرق تحضير عجينة ؟,0
كم يبلغ قُطر مسجد الاستقلال؟,كم قُطر مسجد الاستقلال؟,1
كم تبلغ مساحة قارة أفريقيا؟,ما هي لغة قارة أفريقيا الرسمية؟,0
ما هي أكثر قارة احتوائاً للجبال؟,من القارة التي تنتشر فيها الجبال بكثرة؟,1
ما هي اساسيات الشيوعية ؟,ما هي الشيوعيّة؟,0
ما طريقة تحضير كيكة الكاكاو بدون بيض ؟,من طرق تحضير كيكة الكاكاو بدون بيض؟,1
ما طريقة تحضير فطيرة الباستا فلورا اليونانية؟,من طرق تحضير فطيرة الباستا فلورا اليونانية؟,1
